'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV','mV'
'0:08.350',-0.041,-0.100,-0.059,0.071,0.009,-0.080,0.019,-0.163,-0.219,-0.175,-0.122,-0.094
'0:08.351',-0.037,-0.100,-0.062,0.069,0.013,-0.081,0.019,-0.163,-0.219,-0.175,-0.125,-0.094
'0:08.352',-0.036,-0.096,-0.059,0.066,0.011,-0.078,0.016,-0.163,-0.219,-0.175,-0.122,-0.091
'0:08.353',-0.034,-0.094,-0.059,0.064,0.013,-0.077,0.012,-0.163,-0.219,-0.175,-0.119,-0.094
'0:08.354',-0.034,-0.091,-0.056,0.063,0.011,-0.074,0.012,-0.163,-0.222,-0.175,-0.119,-0.094
'0:08.355',-0.034,-0.091,-0.056,0.063,0.011,-0.074,0.012,-0.163,-0.219,-0.175,-0.119,-0.094
'0:08.356',-0.041,-0.092,-0.051,0.066,0.005,-0.072,0.009,-0.166,-0.219,-0.175,-0.119,-0.088
'0:08.357',-0.047,-0.091,-0.044,0.069,-0.002,-0.068,0.006,-0.169,-0.219,-0.175,-0.112,-0.094
'0:08.358',-0.044,-0.089,-0.046,0.067,0.001,-0.068,0.009,-0.159,-0.216,-0.175,-0.122,-0.088
'0:08.359',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.012,-0.156,-0.213,-0.175,-0.125,-0.088
'0:08.360',-0.039,-0.087,-0.048,0.064,0.004,-0.068,0.009,-0.156,-0.216,-0.178,-0.119,-0.094
'0:08.361',-0.041,-0.084,-0.044,0.063,0.001,-0.064,0.006,-0.156,-0.213,-0.175,-0.119,-0.088
'0:08.362',-0.037,-0.087,-0.050,0.063,0.006,-0.069,0.006,-0.159,-0.213,-0.172,-0.119,-0.081
'0:08.363',-0.041,-0.087,-0.047,0.064,0.003,-0.068,0.006,-0.156,-0.213,-0.169,-0.119,-0.075
'0:08.364',-0.042,-0.087,-0.046,0.065,0.002,-0.067,0.006,-0.156,-0.203,-0.172,-0.119,-0.075
'0:08.365',-0.044,-0.087,-0.044,0.066,0.000,-0.066,0.006,-0.156,-0.206,-0.169,-0.119,-0.075
'0:08.366',-0.041,-0.080,-0.039,0.061,-0.001,-0.060,0.006,-0.150,-0.200,-0.169,-0.119,-0.078
'0:08.367',-0.041,-0.078,-0.037,0.059,-0.002,-0.058,0.012,-0.144,-0.200,-0.169,-0.112,-0.075
'0:08.368',-0.039,-0.081,-0.042,0.061,0.001,-0.062,0.009,-0.138,-0.194,-0.169,-0.109,-0.075
'0:08.369',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.012,-0.144,-0.200,-0.169,-0.106,-0.075
'0:08.370',-0.039,-0.083,-0.044,0.061,0.003,-0.063,0.012,-0.147,-0.197,-0.169,-0.103,-0.075
'0:08.371',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.012,-0.150,-0.194,-0.169,-0.100,-0.075
'0:08.372',-0.034,-0.080,-0.046,0.058,0.006,-0.063,0.012,-0.150,-0.197,-0.175,-0.109,-0.081
'0:08.373',-0.031,-0.075,-0.044,0.053,0.006,-0.059,0.012,-0.150,-0.200,-0.175,-0.112,-0.075
'0:08.374',-0.028,-0.073,-0.045,0.051,0.008,-0.059,0.016,-0.150,-0.197,-0.172,-0.109,-0.081
'0:08.375',-0.028,-0.075,-0.047,0.052,0.009,-0.061,0.019,-0.150,-0.194,-0.175,-0.112,-0.081
'0:08.376',-0.028,-0.078,-0.050,0.053,0.011,-0.064,0.016,-0.150,-0.197,-0.175,-0.112,-0.075
'0:08.377',-0.028,-0.078,-0.050,0.053,0.011,-0.064,0.012,-0.150,-0.194,-0.175,-0.112,-0.075
'0:08.378',-0.026,-0.076,-0.050,0.051,0.012,-0.063,0.009,-0.153,-0.203,-0.172,-0.112,-0.075
'0:08.379',-0.028,-0.078,-0.050,0.053,0.011,-0.064,0.006,-0.150,-0.200,-0.169,-0.112,-0.075
'0:08.380',-0.026,-0.079,-0.053,0.053,0.013,-0.066,0.012,-0.156,-0.194,-0.169,-0.112,-0.075
'0:08.381',-0.028,-0.081,-0.053,0.055,0.013,-0.068,0.019,-0.150,-0.188,-0.163,-0.112,-0.069
'0:08.382',-0.032,-0.079,-0.047,0.056,0.007,-0.063,0.022,-0.147,-0.188,-0.163,-0.112,-0.075
'0:08.383',-0.037,-0.081,-0.044,0.059,0.003,-0.063,0.025,-0.144,-0.188,-0.163,-0.112,-0.075
'0:08.384',-0.042,-0.083,-0.041,0.063,-0.001,-0.063,0.025,-0.144,-0.188,-0.169,-0.112,-0.075
'0:08.385',-0.044,-0.081,-0.037,0.063,-0.003,-0.059,0.025,-0.144,-0.188,-0.163,-0.112,-0.075
'0:08.386',-0.042,-0.083,-0.041,0.063,-0.001,-0.062,0.025,-0.144,-0.188,-0.169,-0.112,-0.075
'0:08.387',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.025,-0.144,-0.188,-0.169,-0.112,-0.075
'0:08.388',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.025,-0.150,-0.188,-0.169,-0.112,-0.075
'0:08.389',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.025,-0.150,-0.188,-0.169,-0.112,-0.075
'0:08.390',-0.034,-0.078,-0.044,0.056,0.004,-0.061,0.025,-0.150,-0.191,-0.172,-0.109,-0.072
'0:08.391',-0.031,-0.075,-0.044,0.053,0.006,-0.059,0.025,-0.150,-0.194,-0.175,-0.106,-0.069
'0:08.392',-0.031,-0.073,-0.042,0.053,0.005,-0.058,0.022,-0.150,-0.197,-0.172,-0.112,-0.072
'0:08.393',-0.031,-0.075,-0.044,0.053,0.006,-0.059,0.019,-0.150,-0.200,-0.169,-0.112,-0.075
'0:08.394',-0.039,-0.081,-0.042,0.060,0.002,-0.062,0.019,-0.147,-0.200,-0.169,-0.116,-0.081
'0:08.395',-0.044,-0.084,-0.041,0.064,-0.002,-0.063,0.019,-0.144,-0.200,-0.169,-0.112,-0.075
'0:08.396',-0.050,-0.084,-0.034,0.067,-0.008,-0.059,0.022,-0.144,-0.197,-0.169,-0.112,-0.075
'0:08.397',-0.047,-0.084,-0.037,0.066,-0.005,-0.061,0.025,-0.144,-0.194,-0.169,-0.112,-0.075
'0:08.398',-0.042,-0.084,-0.042,0.064,-0.001,-0.063,0.019,-0.147,-0.191,-0.169,-0.119,-0.072
'0:08.399',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.019,-0.150,-0.188,-0.169,-0.119,-0.075
'0:08.400',-0.033,-0.080,-0.047,0.057,0.007,-0.064,0.016,-0.150,-0.188,-0.166,-0.119,-0.078
'0:08.401',-0.031,-0.075,-0.044,0.053,0.006,-0.059,0.019,-0.150,-0.188,-0.169,-0.119,-0.081
'0:08.402',-0.032,-0.075,-0.042,0.054,0.005,-0.059,0.022,-0.153,-0.191,-0.169,-0.116,-0.075
'0:08.403',-0.034,-0.075,-0.041,0.055,0.003,-0.058,0.025,-0.150,-0.194,-0.163,-0.112,-0.075
'0:08.404',-0.039,-0.078,-0.039,0.059,0.000,-0.059,0.028,-0.147,-0.191,-0.166,-0.112,-0.075
'0:08.405',-0.044,-0.081,-0.037,0.063,-0.003,-0.059,0.031,-0.150,-0.188,-0.169,-0.112,-0.075
'0:08.406',-0.045,-0.083,-0.037,0.064,-0.004,-0.060,0.028,-0.144,-0.188,-0.166,-0.112,-0.078
'0:08.407',-0.047,-0.084,-0.037,0.066,-0.005,-0.061,0.025,-0.144,-0.188,-0.163,-0.112,-0.075
'0:08.408',-0.048,-0.091,-0.042,0.069,-0.003,-0.067,0.031,-0.144,-0.194,-0.159,-0.112,-0.075
'0:08.409',-0.047,-0.091,-0.044,0.069,-0.002,-0.068,0.037,-0.144,-0.194,-0.163,-0.112,-0.075
'0:08.410',-0.041,-0.094,-0.053,0.067,0.006,-0.074,0.037,-0.147,-0.194,-0.163,-0.116,-0.075
'0:08.411',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.037,-0.138,-0.194,-0.163,-0.112,-0.075
'0:08.412',-0.036,-0.089,-0.053,0.063,0.008,-0.071,0.041,-0.144,-0.191,-0.163,-0.112,-0.075
'0:08.413',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.037,-0.144,-0.188,-0.163,-0.112,-0.075
'0:08.414',-0.041,-0.094,-0.053,0.067,0.006,-0.074,0.031,-0.144,-0.194,-0.163,-0.112,-0.072
'0:08.415',-0.041,-0.091,-0.050,0.066,0.004,-0.071,0.031,-0.144,-0.194,-0.163,-0.112,-0.069
'0:08.416',-0.039,-0.091,-0.052,0.065,0.006,-0.071,0.025,-0.144,-0.194,-0.166,-0.112,-0.072
'0:08.417',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.025,-0.144,-0.194,-0.163,-0.112,-0.075
'0:08.418',-0.041,-0.094,-0.053,0.067,0.006,-0.074,0.022,-0.150,-0.197,-0.169,-0.116,-0.078
'0:08.419',-0.041,-0.094,-0.053,0.067,0.006,-0.074,0.019,-0.156,-0.200,-0.175,-0.125,-0.081
'0:08.420',-0.042,-0.093,-0.050,0.067,0.004,-0.071,0.019,-0.159,-0.197,-0.175,-0.125,-0.091
'0:08.421',-0.044,-0.091,-0.047,0.067,0.001,-0.069,0.019,-0.156,-0.194,-0.175,-0.125,-0.094
'0:08.422',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.019,-0.156,-0.203,-0.172,-0.128,-0.094
'0:08.423',-0.034,-0.081,-0.047,0.058,0.006,-0.064,0.019,-0.156,-0.200,-0.175,-0.131,-0.094
'0:08.424',-0.033,-0.083,-0.049,0.058,0.008,-0.066,0.019,-0.159,-0.203,-0.178,-0.131,-0.091
'0:08.425',-0.034,-0.084,-0.050,0.059,0.008,-0.068,0.019,-0.163,-0.200,-0.181,-0.131,-0.088
'0:08.426',-0.034,-0.086,-0.051,0.060,0.008,-0.069,0.025,-0.163,-0.200,-0.178,-0.131,-0.091
'0:08.427',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.019,-0.169,-0.200,-0.188,-0.137,-0.094
'0:08.428',-0.039,-0.084,-0.046,0.062,0.003,-0.065,0.019,-0.166,-0.209,-0.191,-0.137,-0.094
'0:08.429',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.019,-0.163,-0.213,-0.194,-0.137,-0.094
'0:08.430',-0.039,-0.087,-0.049,0.063,0.005,-0.068,0.022,-0.172,-0.216,-0.191,-0.134,-0.100
'0:08.431',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.025,-0.175,-0.219,-0.194,-0.131,-0.100
'0:08.432',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.016,-0.175,-0.219,-0.197,-0.137,-0.100
'0:08.433',-0.044,-0.078,-0.034,0.061,-0.005,-0.056,0.019,-0.175,-0.219,-0.200,-0.137,-0.094
'0:08.434',-0.041,-0.081,-0.041,0.061,0.000,-0.061,0.019,-0.175,-0.219,-0.197,-0.137,-0.106
'0:08.435',-0.037,-0.081,-0.044,0.059,0.003,-0.063,0.019,-0.175,-0.219,-0.194,-0.137,-0.106
'0:08.436',-0.036,-0.086,-0.049,0.061,0.006,-0.068,0.022,-0.175,-0.219,-0.197,-0.141,-0.100
'0:08.437',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.025,-0.175,-0.219,-0.200,-0.144,-0.100
'0:08.438',-0.039,-0.091,-0.052,0.065,0.006,-0.071,0.022,-0.178,-0.219,-0.191,-0.144,-0.091
'0:08.439',-0.041,-0.091,-0.050,0.066,0.004,-0.071,0.019,-0.175,-0.219,-0.194,-0.144,-0.094
'0:08.440',-0.037,-0.091,-0.053,0.064,0.008,-0.072,0.019,-0.175,-0.216,-0.191,-0.144,-0.094
'0:08.441',-0.041,-0.091,-0.050,0.066,0.004,-0.071,0.012,-0.175,-0.219,-0.188,-0.144,-0.094
'0:08.442',-0.041,-0.095,-0.054,0.068,0.007,-0.075,0.019,-0.175,-0.219,-0.188,-0.144,-0.094
'0:08.443',-0.044,-0.097,-0.053,0.071,0.004,-0.075,0.019,-0.175,-0.219,-0.188,-0.150,-0.094
'0:08.444',-0.044,-0.098,-0.054,0.071,0.005,-0.076,0.016,-0.175,-0.222,-0.188,-0.150,-0.094
'0:08.445',-0.044,-0.100,-0.056,0.072,0.006,-0.078,0.012,-0.175,-0.225,-0.194,-0.150,-0.094
'0:08.446',-0.047,-0.101,-0.054,0.074,0.004,-0.078,0.019,-0.175,-0.222,-0.188,-0.150,-0.094
'0:08.447',-0.047,-0.103,-0.056,0.075,0.004,-0.080,0.025,-0.175,-0.219,-0.194,-0.150,-0.094
'0:08.448',-0.051,-0.103,-0.052,0.077,0.000,-0.078,0.028,-0.181,-0.219,-0.194,-0.150,-0.094
'0:08.449',-0.053,-0.103,-0.050,0.078,-0.002,-0.077,0.031,-0.181,-0.219,-0.194,-0.150,-0.094
'0:08.450',-0.044,-0.100,-0.056,0.072,0.006,-0.078,0.025,-0.178,-0.222,-0.191,-0.147,-0.097
'0:08.451',-0.037,-0.100,-0.062,0.069,0.013,-0.081,0.025,-0.175,-0.219,-0.188,-0.144,-0.094
'0:08.452',-0.041,-0.101,-0.061,0.071,0.010,-0.081,0.022,-0.184,-0.219,-0.188,-0.144,-0.094
'0:08.453',-0.044,-0.103,-0.059,0.074,0.008,-0.081,0.025,-0.188,-0.219,-0.188,-0.144,-0.094
'0:08.454',-0.050,-0.103,-0.053,0.077,0.001,-0.078,0.025,-0.191,-0.228,-0.188,-0.153,-0.094
'0:08.455',-0.053,-0.103,-0.050,0.078,-0.002,-0.077,0.025,-0.194,-0.225,-0.188,-0.156,-0.094
'0:08.456',-0.059,-0.103,-0.044,0.081,-0.008,-0.074,0.031,-0.194,-0.225,-0.191,-0.153,-0.094
'0:08.457',-0.059,-0.103,-0.044,0.081,-0.008,-0.074,0.031,-0.194,-0.225,-0.188,-0.150,-0.094
'0:08.458',-0.055,-0.100,-0.045,0.077,-0.005,-0.073,0.028,-0.194,-0.225,-0.191,-0.153,-0.088
'0:08.459',-0.053,-0.094,-0.041,0.074,-0.006,-0.068,0.025,-0.194,-0.225,-0.194,-0.156,-0.094
'0:08.460',-0.050,-0.093,-0.042,0.071,-0.004,-0.068,0.025,-0.191,-0.228,-0.200,-0.153,-0.097
'0:08.461',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.025,-0.188,-0.225,-0.206,-0.150,-0.100
'0:08.462',-0.050,-0.093,-0.042,0.071,-0.004,-0.068,0.025,-0.191,-0.231,-0.206,-0.159,-0.103
'0:08.463',-0.050,-0.091,-0.041,0.071,-0.005,-0.066,0.025,-0.194,-0.238,-0.206,-0.156,-0.106
'0:08.464',-0.050,-0.095,-0.045,0.073,-0.002,-0.070,0.028,-0.194,-0.238,-0.206,-0.156,-0.106
'0:08.465',-0.050,-0.094,-0.044,0.072,-0.003,-0.069,0.025,-0.194,-0.238,-0.206,-0.156,-0.106
'0:08.466',-0.053,-0.095,-0.042,0.074,-0.006,-0.069,0.022,-0.200,-0.238,-0.206,-0.156,-0.103
'0:08.467',-0.050,-0.097,-0.047,0.074,-0.002,-0.072,0.019,-0.200,-0.238,-0.206,-0.162,-0.100
'0:08.468',-0.046,-0.096,-0.050,0.071,0.002,-0.073,0.012,-0.200,-0.238,-0.212,-0.162,-0.106
'0:08.469',-0.047,-0.097,-0.050,0.072,0.001,-0.074,0.012,-0.200,-0.238,-0.206,-0.162,-0.100
'0:08.470',-0.053,-0.100,-0.047,0.077,-0.003,-0.074,0.016,-0.200,-0.234,-0.212,-0.162,-0.106
'0:08.471',-0.056,-0.103,-0.047,0.080,-0.005,-0.075,0.019,-0.206,-0.231,-0.212,-0.162,-0.106
'0:08.472',-0.057,-0.101,-0.044,0.079,-0.007,-0.073,0.019,-0.206,-0.238,-0.209,-0.169,-0.109
'0:08.473',-0.056,-0.103,-0.047,0.080,-0.005,-0.075,0.019,-0.206,-0.238,-0.206,-0.169,-0.106
'0:08.474',-0.052,-0.099,-0.047,0.076,-0.002,-0.073,0.019,-0.197,-0.238,-0.206,-0.166,-0.100
'0:08.475',-0.050,-0.097,-0.047,0.074,-0.002,-0.072,0.019,-0.194,-0.238,-0.206,-0.169,-0.100
'0:08.476',-0.052,-0.098,-0.046,0.075,-0.003,-0.073,0.019,-0.194,-0.241,-0.206,-0.166,-0.100
'0:08.477',-0.050,-0.100,-0.050,0.075,0.000,-0.075,0.019,-0.200,-0.244,-0.206,-0.169,-0.100
'0:08.478',-0.051,-0.104,-0.053,0.078,0.001,-0.079,0.016,-0.203,-0.247,-0.206,-0.162,-0.100
'0:08.479',-0.053,-0.109,-0.056,0.081,0.001,-0.083,0.019,-0.200,-0.244,-0.206,-0.169,-0.100
'0:08.480',-0.052,-0.109,-0.057,0.081,0.003,-0.084,0.012,-0.200,-0.241,-0.209,-0.162,-0.103
'0:08.481',-0.050,-0.109,-0.059,0.080,0.004,-0.084,0.019,-0.200,-0.244,-0.212,-0.162,-0.106
'0:08.482',-0.056,-0.114,-0.057,0.085,0.001,-0.086,0.022,-0.197,-0.244,-0.212,-0.169,-0.106
'0:08.483',-0.056,-0.112,-0.056,0.084,0.000,-0.084,0.019,-0.194,-0.244,-0.212,-0.169,-0.106
'0:08.484',-0.059,-0.113,-0.054,0.086,-0.003,-0.084,0.016,-0.200,-0.247,-0.212,-0.169,-0.106
'0:08.485',-0.062,-0.112,-0.050,0.088,-0.006,-0.081,0.012,-0.200,-0.250,-0.212,-0.169,-0.106
'0:08.486',-0.064,-0.114,-0.049,0.089,-0.007,-0.082,0.022,-0.200,-0.247,-0.212,-0.169,-0.106
'0:08.487',-0.062,-0.116,-0.053,0.089,-0.005,-0.084,0.019,-0.200,-0.244,-0.212,-0.169,-0.106
'0:08.488',-0.064,-0.111,-0.047,0.088,-0.008,-0.079,0.016,-0.203,-0.244,-0.212,-0.172,-0.109
'0:08.489',-0.062,-0.106,-0.044,0.084,-0.009,-0.075,0.012,-0.206,-0.244,-0.212,-0.175,-0.113
'0:08.490',-0.058,-0.106,-0.048,0.083,-0.005,-0.078,0.012,-0.206,-0.241,-0.212,-0.172,-0.113
'0:08.491',-0.050,-0.103,-0.053,0.077,0.001,-0.078,0.012,-0.213,-0.244,-0.212,-0.175,-0.113
'0:08.492',-0.051,-0.103,-0.052,0.077,0.000,-0.078,0.012,-0.206,-0.247,-0.212,-0.169,-0.113
'0:08.493',-0.056,-0.103,-0.047,0.080,-0.005,-0.075,0.012,-0.213,-0.244,-0.212,-0.169,-0.113
'0:08.494',-0.056,-0.103,-0.047,0.080,-0.005,-0.075,0.009,-0.209,-0.244,-0.216,-0.175,-0.116
'0:08.495',-0.056,-0.100,-0.044,0.078,-0.006,-0.072,0.006,-0.213,-0.244,-0.219,-0.175,-0.119
'0:08.496',-0.058,-0.100,-0.042,0.079,-0.008,-0.071,0.016,-0.209,-0.244,-0.216,-0.178,-0.119
'0:08.497',-0.056,-0.103,-0.047,0.080,-0.005,-0.075,0.012,-0.206,-0.244,-0.219,-0.175,-0.119
'0:08.498',-0.055,-0.104,-0.049,0.080,-0.003,-0.077,0.012,-0.206,-0.241,-0.216,-0.175,-0.116
'0:08.499',-0.053,-0.106,-0.053,0.080,0.000,-0.080,0.012,-0.213,-0.238,-0.219,-0.175,-0.113
'0:08.500',-0.052,-0.103,-0.051,0.077,-0.001,-0.078,0.019,-0.206,-0.238,-0.216,-0.172,-0.113
'0:08.501',-0.053,-0.106,-0.053,0.080,0.000,-0.080,0.019,-0.213,-0.238,-0.212,-0.169,-0.113
'0:08.502',-0.056,-0.106,-0.050,0.081,-0.003,-0.078,0.019,-0.206,-0.238,-0.212,-0.169,-0.113
'0:08.503',-0.059,-0.106,-0.047,0.083,-0.006,-0.077,0.019,-0.213,-0.238,-0.212,-0.169,-0.113
'0:08.504',-0.056,-0.105,-0.049,0.081,-0.004,-0.077,0.016,-0.206,-0.241,-0.209,-0.172,-0.113
'0:08.505',-0.053,-0.103,-0.050,0.078,-0.002,-0.077,0.012,-0.206,-0.250,-0.206,-0.169,-0.119
'0:08.506',-0.054,-0.108,-0.053,0.081,-0.001,-0.081,0.016,-0.213,-0.244,-0.216,-0.166,-0.116
'0:08.507',-0.053,-0.106,-0.053,0.080,0.000,-0.080,0.012,-0.213,-0.250,-0.212,-0.169,-0.119
'0:08.508',-0.051,-0.108,-0.056,0.079,0.003,-0.082,0.022,-0.206,-0.238,-0.219,-0.166,-0.116
'0:08.509',-0.053,-0.109,-0.056,0.081,0.001,-0.083,0.025,-0.200,-0.238,-0.212,-0.169,-0.113
'0:08.510',-0.059,-0.111,-0.051,0.085,-0.004,-0.081,0.016,-0.203,-0.241,-0.212,-0.172,-0.113
'0:08.511',-0.062,-0.116,-0.053,0.089,-0.005,-0.084,0.019,-0.200,-0.238,-0.212,-0.169,-0.113
'0:08.512',-0.064,-0.117,-0.052,0.091,-0.006,-0.085,0.022,-0.203,-0.241,-0.216,-0.175,-0.113
'0:08.513',-0.062,-0.119,-0.056,0.091,-0.003,-0.088,0.025,-0.206,-0.244,-0.219,-0.175,-0.113
'0:08.514',-0.061,-0.119,-0.057,0.090,-0.002,-0.088,0.022,-0.203,-0.244,-0.216,-0.175,-0.116
'0:08.515',-0.059,-0.119,-0.059,0.089,0.000,-0.089,0.025,-0.206,-0.244,-0.212,-0.175,-0.119
'0:08.516',-0.058,-0.120,-0.062,0.089,0.002,-0.091,0.025,-0.206,-0.241,-0.209,-0.175,-0.116
'0:08.517',-0.056,-0.122,-0.066,0.089,0.004,-0.094,0.025,-0.206,-0.238,-0.206,-0.175,-0.113
'0:08.518',-0.052,-0.119,-0.067,0.086,0.008,-0.093,0.022,-0.206,-0.238,-0.216,-0.172,-0.116
'0:08.519',-0.050,-0.119,-0.069,0.084,0.009,-0.094,0.025,-0.206,-0.244,-0.212,-0.169,-0.119
'0:08.520',-0.051,-0.119,-0.067,0.085,0.008,-0.093,0.025,-0.209,-0.238,-0.212,-0.169,-0.119
'0:08.521',-0.053,-0.122,-0.069,0.088,0.008,-0.096,0.025,-0.206,-0.238,-0.212,-0.169,-0.119
'0:08.522',-0.054,-0.119,-0.064,0.087,0.005,-0.092,0.025,-0.203,-0.238,-0.212,-0.172,-0.119
'0:08.523',-0.056,-0.116,-0.059,0.086,0.001,-0.088,0.025,-0.200,-0.238,-0.212,-0.169,-0.119
'0:08.524',-0.057,-0.112,-0.055,0.085,-0.001,-0.084,0.025,-0.200,-0.238,-0.212,-0.166,-0.116
'0:08.525',-0.056,-0.109,-0.053,0.083,-0.002,-0.081,0.025,-0.200,-0.238,-0.212,-0.162,-0.113
'0:08.526',-0.053,-0.108,-0.055,0.081,0.001,-0.082,0.025,-0.200,-0.244,-0.212,-0.162,-0.113
'0:08.527',-0.050,-0.106,-0.056,0.078,0.003,-0.081,0.025,-0.200,-0.244,-0.212,-0.162,-0.113
'0:08.528',-0.050,-0.109,-0.059,0.080,0.004,-0.084,0.025,-0.203,-0.244,-0.212,-0.162,-0.116
'0:08.529',-0.050,-0.106,-0.056,0.078,0.003,-0.081,0.031,-0.200,-0.244,-0.212,-0.162,-0.119
'0:08.530',-0.050,-0.109,-0.059,0.080,0.004,-0.084,0.031,-0.203,-0.234,-0.209,-0.162,-0.116
'0:08.531',-0.050,-0.109,-0.059,0.080,0.004,-0.084,0.031,-0.200,-0.231,-0.206,-0.162,-0.113
'0:08.532',-0.051,-0.109,-0.058,0.081,0.003,-0.084,0.022,-0.194,-0.231,-0.209,-0.166,-0.113
'0:08.533',-0.050,-0.112,-0.062,0.081,0.006,-0.088,0.019,-0.194,-0.238,-0.212,-0.162,-0.113
'0:08.534',-0.052,-0.114,-0.062,0.083,0.005,-0.088,0.028,-0.188,-0.234,-0.216,-0.162,-0.113
'0:08.535',-0.053,-0.119,-0.066,0.086,0.006,-0.093,0.025,-0.188,-0.231,-0.219,-0.162,-0.119
'0:08.536',-0.051,-0.120,-0.069,0.086,0.009,-0.094,0.028,-0.188,-0.225,-0.212,-0.166,-0.116
'0:08.537',-0.053,-0.128,-0.075,0.091,0.011,-0.102,0.031,-0.194,-0.225,-0.212,-0.175,-0.119
'0:08.538',-0.050,-0.130,-0.080,0.090,0.015,-0.105,0.034,-0.197,-0.234,-0.216,-0.175,-0.122
'0:08.539',-0.047,-0.131,-0.084,0.089,0.019,-0.108,0.031,-0.200,-0.238,-0.219,-0.175,-0.125
'0:08.540',-0.042,-0.129,-0.087,0.086,0.022,-0.108,0.031,-0.206,-0.241,-0.219,-0.178,-0.125
'0:08.541',-0.037,-0.125,-0.087,0.081,0.025,-0.106,0.031,-0.206,-0.238,-0.219,-0.181,-0.125
'0:08.542',-0.036,-0.126,-0.091,0.081,0.028,-0.109,0.028,-0.206,-0.234,-0.216,-0.175,-0.116
'0:08.543',-0.037,-0.122,-0.084,0.080,0.023,-0.103,0.031,-0.200,-0.225,-0.206,-0.175,-0.113
'0:08.544',-0.036,-0.122,-0.086,0.079,0.025,-0.104,0.031,-0.200,-0.225,-0.209,-0.175,-0.113
'0:08.545',-0.037,-0.116,-0.078,0.077,0.020,-0.097,0.031,-0.194,-0.225,-0.206,-0.169,-0.113
'0:08.546',-0.036,-0.112,-0.077,0.074,0.021,-0.095,0.031,-0.188,-0.222,-0.209,-0.172,-0.106
'0:08.547',-0.037,-0.109,-0.072,0.074,0.017,-0.091,0.037,-0.181,-0.219,-0.206,-0.169,-0.100
'0:08.548',-0.037,-0.097,-0.059,0.067,0.011,-0.078,0.047,-0.172,-0.213,-0.197,-0.159,-0.103
'0:08.549',-0.037,-0.084,-0.047,0.061,0.004,-0.066,0.050,-0.163,-0.206,-0.188,-0.150,-0.094
'0:08.550',-0.039,-0.074,-0.034,0.057,-0.002,-0.054,0.056,-0.159,-0.194,-0.181,-0.144,-0.088
'0:08.551',-0.037,-0.062,-0.025,0.050,-0.006,-0.044,0.062,-0.156,-0.194,-0.175,-0.137,-0.088
'0:08.552',-0.036,-0.057,-0.022,0.047,-0.007,-0.040,0.059,-0.147,-0.191,-0.169,-0.134,-0.088
'0:08.553',-0.034,-0.053,-0.019,0.044,-0.008,-0.036,0.062,-0.144,-0.188,-0.169,-0.137,-0.081
'0:08.554',-0.036,-0.046,-0.010,0.041,-0.013,-0.028,0.059,-0.138,-0.181,-0.166,-0.128,-0.075
'0:08.555',-0.034,-0.041,-0.006,0.038,-0.014,-0.024,0.062,-0.138,-0.169,-0.169,-0.125,-0.075
'0:08.556',-0.027,-0.034,-0.007,0.031,-0.010,-0.021,0.062,-0.138,-0.172,-0.163,-0.128,-0.078
'0:08.557',-0.022,-0.034,-0.012,0.028,-0.005,-0.024,0.062,-0.144,-0.175,-0.163,-0.131,-0.081
'0:08.558',-0.021,-0.031,-0.011,0.026,-0.005,-0.021,0.062,-0.141,-0.175,-0.163,-0.131,-0.078
'0:08.559',-0.016,-0.028,-0.012,0.022,-0.002,-0.021,0.056,-0.144,-0.175,-0.163,-0.131,-0.075
'0:08.560',-0.016,-0.027,-0.011,0.021,-0.002,-0.019,0.059,-0.141,-0.172,-0.163,-0.131,-0.075
'0:08.561',-0.009,-0.025,-0.016,0.018,0.003,-0.021,0.050,-0.144,-0.175,-0.163,-0.131,-0.075
'0:08.562',-0.011,-0.028,-0.017,0.019,0.003,-0.023,0.047,-0.141,-0.175,-0.156,-0.128,-0.075
'0:08.563',-0.012,-0.031,-0.019,0.022,0.003,-0.025,0.044,-0.138,-0.175,-0.156,-0.125,-0.075
'0:08.564',-0.008,-0.034,-0.026,0.021,0.009,-0.031,0.034,-0.138,-0.172,-0.153,-0.125,-0.075
'0:08.565',-0.003,-0.038,-0.034,0.021,0.016,-0.036,0.025,-0.138,-0.175,-0.156,-0.131,-0.081
